D5-DD,D7-DD,D7-UU,D7-DU,subject
0.008196,0.039035,0.050785,0.062605,7
0.009454,0.037252,0.050752,0.06323,7
0.011297,0.037995,0.050283,0.106694,7
0.008026,0.032241,0.054444,0.06632,7
0.00569,0.026249,0.049804,0.055426,7
0.009745,0.037735,0.071807,0.062137,7
0.008482,0.02984,0.070892,0.056406,7
0.010274,0.033423,0.051715,0.05438,7
0.008069,0.051377,0.048069,0.058753,7
0.008559,0.079602,0.049139,0.081031,7
0.010401,0.039128,0.048194,0.096358,7
0.007636,0.032101,0.05125,0.066327,7
0.009287,0.035414,0.051008,0.046316,7
0.008774,0.027146,0.04994,0.06276,7
0.008073,0.035597,0.061249,0.050288,7
0.010503,0.055836,0.051979,0.05522,7
0.007576,0.046213,0.050584,0.046801,7
0.008481,0.034854,0.053743,0.046495,7
0.013235,0.042445,0.07473,0.087274,7
0.011302,0.073015,0.059977,0.105111,7
0.012414,0.043457,0.102021,0.067819,7
0.01451,0.045255,0.058343,0.069967,7
0.013214,0.046308,0.105438,0.07483,7
0.012366,0.039423,0.076858,0.067758,7
0.009143,0.034466,0.059296,0.067267,7
0.010093,0.031308,0.070394,0.066678,7
0.014007,0.051319,0.052186,0.051065,7
0.010931,0.031509,0.057976,0.060054,7
0.012268,0.039102,0.069074,0.066367,7
0.009827,0.031134,0.063568,0.063586,7
0.011835,0.026764,0.049408,0.0643,7
0.011489,0.026961,0.073597,0.06459,7
0.007474,0.036903,0.048125,0.054853,7
0.008631,0.049418,0.160183,0.057015,7
0.008218,0.031127,0.046973,0.054227,7
0.010886,0.038659,0.045975,0.063726,7
0.00616,0.030875,0.048708,0.058646,7
0.006206,0.058142,0.047697,0.054216,7
0.009767,0.029354,0.046986,0.059136,7
0.009436,0.034737,0.057912,0.059009,7
0.006027,0.057063,0.06135,0.056861,7
0.00898,0.033024,0.059084,0.06519,7
0.007137,0.039588,0.068286,0.066084,7
0.005369,0.046193,0.059856,0.053722,7
0.012929,0.034926,0.056294,0.062502,7
0.009158,0.041849,0.057611,0.064983,7
0.009787,0.033446,0.058359,0.070504,7
0.007704,0.039511,0.108339,0.066932,7
0.007119,0.03379,0.066954,0.066827,7
0.014507,0.046258,0.101396,0.06634,7
0.006605,0.088261,0.054606,0.057272,7
0.009016,0.044364,0.072433,0.066537,7
0.009628,0.046445,0.055006,0.063289,7
0.012253,0.031912,0.05982,0.054953,7
0.010192,0.045129,0.093334,0.060248,7
0.014339,0.034805,0.134443,0.065608,7
0.008013,0.035311,0.058681,0.061019,7
0.011729,0.049349,0.148995,0.05436,7
0.01332,0.032439,0.052507,0.059231,7
0.014443,0.049574,0.135912,0.05933,7
0.013378,0.039414,0.127137,0.113473,7
0.008901,0.048592,0.150295,0.061559,7
0.013293,0.041913,0.111863,0.097778,7
0.011964,0.035793,0.124343,0.066242,7
0.014587,0.048314,0.143968,0.063804,7
0.01447,0.080273,0.135861,0.061326,7
0.013998,0.044737,0.096568,0.072262,7
0.010292,0.054657,0.094212,0.055568,7
0.006773,0.055375,0.052073,0.076244,7
0.006108,0.04895,0.050437,0.054071,7
0.007426,0.058479,0.050657,0.062627,7
0.006167,0.041818,0.068641,0.053372,7
0.005828,0.071751,0.048079,0.053729,7
0.00857,0.054625,0.051133,0.052661,7
0.012375,0.035668,0.059218,0.055558,7
0.009652,0.039744,0.060618,0.060468,7
0.006554,0.041514,0.074605,0.06077,7
0.007491,0.027484,0.075342,0.062673,7
0.006808,0.039414,0.08064,0.059462,7
0.006904,0.043653,0.069162,0.052453,7
0.009364,0.048397,0.11255,0.069372,7
0.010927,0.057752,0.083672,0.060563,7
0.00646,0.032812,0.050397,0.055453,7
0.007182,0.030901,0.047325,0.061973,7
0.007759,0.031201,0.048958,0.057481,7
0.007614,0.031142,0.049779,0.057379,7
0.013705,0.043265,0.056415,0.060878,7
0.007033,0.037952,0.060218,0.065626,7
0.010398,0.082675,0.125269,0.060761,7
0.013947,0.056636,0.072252,0.060055,7
0.009077,0.081821,0.109561,0.059987,7
0.010534,0.053452,0.198621,0.062425,7
0.014514,0.070829,0.126096,0.06064,7
0.014566,0.053107,0.128128,0.06187,7
0.007926,0.043222,0.082272,0.066413,7
0.007054,0.048876,0.062521,0.055435,7
0.008729,0.035909,0.052628,0.057117,7
0.008259,0.050068,0.063989,0.05967,7
0.007242,0.086623,0.063391,0.060552,7
0.00884,0.042003,0.070979,0.057671,7
0.008559,0.039628,0.066736,0.059069,7
0.01326,0.040022,0.127815,0.061718,7
0.016507,0.065234,0.078956,0.046579,7
0.013012,0.02886,0.050007,0.058607,7
0.009873,0.034397,0.055992,0.045044,7
0.01064,0.03675,0.048752,0.046257,7
0.009006,0.040278,0.056714,0.051211,7
0.013452,0.031694,0.087984,0.051412,7
0.016902,0.030126,0.049739,0.055613,7
0.006946,0.035566,0.056518,0.077555,7
0.0105,0.03265,0.054961,0.072649,7
0.011594,0.039917,0.06368,0.075176,7
0.011206,0.031364,0.047859,0.062564,7
0.011024,0.031751,0.055649,0.073929,7
0.007486,0.037062,0.057313,0.052494,7
0.008005,0.038132,0.058914,0.067904,7
0.008453,0.064558,0.080988,0.063197,7
0.013332,0.068407,0.122017,0.064067,7
0.005662,0.061745,0.091858,0.06345,7
0.008823,0.044016,0.077807,0.048734,7
0.013131,0.052018,0.075208,0.066668,7
0.012016,0.047622,0.074561,0.068622,7
0.01027,0.035926,0.062471,0.065266,7
0.006819,0.044973,0.075072,0.071251,7
0.006948,0.031827,0.112814,0.063169,7
0.008632,0.032942,0.058234,0.085191,7
0.005522,0.04378,0.058301,0.055239,7
0.010269,0.031939,0.0594,0.064506,7
0.007355,0.080366,0.073342,0.084357,7
0.007453,0.027712,0.072065,0.064072,7
0.012368,0.073193,0.051789,0.060775,7
0.010825,0.044986,0.053349,0.082016,7
0.006283,0.054338,0.0492,0.053665,7
0.012516,0.047945,0.05402,0.065464,7
0.008976,0.039564,0.060199,0.061824,7
0.008253,0.028241,0.059997,0.065778,7
0.008859,0.030226,0.06157,0.06616,7
0.008518,0.04246,0.099421,0.070798,7
0.007887,0.038552,0.077592,0.06797,7
0.008034,0.040011,0.102749,0.063089,7
0.007149,0.055999,0.074522,0.066357,7
0.007719,0.040296,0.113861,0.071485,7
0.008264,0.034563,0.123643,0.058854,7
0.006427,0.031949,0.098943,0.068236,7
0.008431,0.048583,0.140062,0.059087,7
0.00944,0.052634,0.17718,0.058554,7
0.010345,0.032626,0.16484,0.06402,7
0.008635,0.031071,0.092998,0.059493,7
0.00612,0.06375,0.14431,0.055488,7
0.006558,0.052915,0.102131,0.056628,7
0.008906,0.048716,0.169523,0.061649,7
0.007203,0.0629,0.102328,0.057341,7
0.016188,0.070716,0.0484,0.058046,7
0.016039,0.071393,0.048533,0.050309,7
0.013893,0.06279,0.048696,0.05257,7
0.011804,0.041179,0.048043,0.058958,7
0.011749,0.05683,0.086762,0.054657,7
0.01262,0.049094,0.052766,0.052287,7
0.011956,0.036073,0.056976,0.049045,7
0.007662,0.053672,0.106921,0.057342,7
0.012871,0.045815,0.055293,0.047314,7
0.010396,0.052442,0.129708,0.055093,7
0.011422,0.046097,0.054434,0.054086,7
0.012799,0.052682,0.186098,0.055826,7
0.013952,0.052598,0.04894,0.050004,7
0.010415,0.046545,0.061762,0.054169,7
0.007704,0.03328,0.072189,0.069734,7
0.009569,0.039775,0.070714,0.058844,7
0.007876,0.044905,0.058136,0.070886,7
0.006459,0.035836,0.06092,0.071754,7
0.009201,0.044799,0.062206,0.069468,7
0.009575,0.032159,0.070717,0.070846,7
0.009193,0.037518,0.069696,0.057049,7
0.011657,0.052263,0.067879,0.059265,7
0.011766,0.049736,0.077775,0.053464,7
0.012272,0.036958,0.059357,0.094135,7
0.01275,0.063204,0.064299,0.086056,7
0.011579,0.057939,0.091404,0.057161,7
0.011842,0.040615,0.098055,0.063849,7
0.010212,0.066916,0.057059,0.061293,7
0.009787,0.039333,0.075988,0.06944,7
0.009476,0.036304,0.064912,0.065527,7
0.011185,0.038422,0.069335,0.052648,7
0.007837,0.026784,0.086389,0.057148,7
0.006445,0.026562,0.067145,0.060326,7
0.017164,0.039177,0.071923,0.053211,7
0.008686,0.034921,0.083494,0.052686,7
0.010649,0.036525,0.054879,0.104261,7
0.006335,0.028275,0.107683,0.052545,7
0.008248,0.027764,0.066257,0.060849,7
0.00699,0.053923,0.090999,0.056171,7
0.007792,0.035524,0.085114,0.064546,7
0.006732,0.029801,0.070852,0.054481,7
0.006105,0.045625,0.064986,0.05832,7
0.007883,0.037186,0.116614,0.055558,7
0.012201,0.031498,0.094128,0.058907,7
0.008672,0.032388,0.099866,0.056588,7
0.009272,0.047841,0.204544,0.070302,7
0.008465,0.038708,0.079116,0.061332,7
0.006678,0.044526,0.069201,0.053888,7
0.00812,0.037736,0.050361,0.053967,7
0.007197,0.027082,0.05019,0.055864,7
0.005654,0.052008,0.04799,0.053057,7
0.006955,0.031154,0.05209,0.055078,7
0.006127,0.036161,0.049097,0.058722,7
0.008659,0.025958,0.050463,0.111631,7
0.007723,0.029084,0.065557,0.055198,7
0.005705,0.055589,0.051023,0.058411,7
0.009849,0.034459,0.05323,0.055785,7
0.009713,0.058524,0.069304,0.061677,7
0.005644,0.049084,0.086186,0.055931,7
0.006184,0.058311,0.057306,0.054106,7
0.010043,0.066378,0.164941,0.066542,7
0.009943,0.064522,0.049839,0.056578,7
0.011881,0.027555,0.050091,0.099938,7
0.011917,0.027747,0.052469,0.059827,7
0.008579,0.042537,0.04943,0.054458,7
0.009917,0.029282,0.064768,0.058346,7
0.011123,0.030544,0.0711,0.066218,7
0.011538,0.029121,0.051958,0.052773,7
0.008098,0.034993,0.050884,0.066295,7
0.007186,0.032187,0.066941,0.065826,7
0.006791,0.042783,0.102094,0.059696,7
0.010912,0.034937,0.059282,0.114061,7
0.005993,0.054332,0.059369,0.054113,7
0.008754,0.0344,0.120596,0.068013,7
0.006038,0.032631,0.068406,0.06477,7
0.008376,0.033412,0.068238,0.067312,7
0.010176,0.035206,0.085367,0.05979,7
0.008007,0.027072,0.049818,0.057658,7
0.01001,0.030309,0.050227,0.058781,7
0.01034,0.033843,0.083259,0.055128,7
0.007197,0.046395,0.049176,0.054819,7
0.006021,0.031619,0.04893,0.053292,7
0.011925,0.052378,0.048295,0.0565,7
0.005983,0.028072,0.06429,0.063984,7
0.010336,0.044647,0.121584,0.06076,7
0.005969,0.063149,0.063734,0.054451,7
0.008084,0.026703,0.070033,0.064549,7
0.008576,0.032304,0.055018,0.06497,7
0.008779,0.033943,0.096659,0.065017,7
0.007678,0.026407,0.055142,0.064988,7
0.006332,0.040091,0.062455,0.066685,7
0.007234,0.03808,0.105254,0.063378,7
0.005996,0.067861,0.054786,0.054231,7
0.007202,0.03105,0.063975,0.057424,7
0.00669,0.029336,0.100352,0.068622,7
0.007342,0.029572,0.064711,0.060127,7
0.006609,0.032247,0.056886,0.05517,7
0.00679,0.032598,0.074414,0.047749,7
0.007778,0.036009,0.113442,0.058127,7
0.011036,0.044012,0.126905,0.06025,7
0.007914,0.031322,0.127056,0.067116,7
0.005957,0.040998,0.098176,0.052536,7
0.010345,0.075301,0.127544,0.055141,7
0.005981,0.040919,0.126094,0.05306,7
0.005467,0.054268,0.077669,0.061498,7
0.006022,0.061481,0.055413,0.053914,7
0.007048,0.044106,0.064593,0.054059,7
0.006248,0.04975,0.049199,0.05455,7
0.005379,0.069722,0.089113,0.055862,7
0.006381,0.058671,0.048216,0.053905,7
0.006226,0.056119,0.048828,0.04813,7
0.00651,0.032656,0.091998,0.054806,7
0.006543,0.049531,0.086356,0.058533,7
0.009261,0.037847,0.111169,0.059587,7
0.006827,0.053752,0.193448,0.063189,7
0.009172,0.052735,0.154896,0.065274,7
0.006052,0.049335,0.104896,0.059779,7
0.009958,0.039731,0.062491,0.0639,7
0.005717,0.04385,0.080204,0.052121,7
0.012277,0.052445,0.126324,0.057669,7
0.008754,0.046479,0.055192,0.053476,7
0.005956,0.070161,0.062739,0.081627,7
0.005663,0.030861,0.079092,0.053043,7
0.006694,0.033289,0.069954,0.053072,7
0.007677,0.033426,0.054226,0.060569,7
0.005466,0.05207,0.074973,0.060297,7
0.006858,0.052,0.091072,0.063341,7
0.005778,0.037931,0.073173,0.061287,7
0.006066,0.035261,0.066406,0.065626,7
0.006707,0.035661,0.060027,0.06072,7
0.00774,0.039073,0.096196,0.061262,7
0.00801,0.036732,0.085442,0.071189,7
0.008416,0.029011,0.071202,0.062401,7
0.008774,0.037246,0.170979,0.05941,7
0.008621,0.040735,0.131226,0.065482,7
0.008426,0.030257,0.061898,0.060593,7
0.00693,0.029214,0.067957,0.065615,7
0.008353,0.030138,0.069397,0.067142,7
0.008575,0.03507,0.069898,0.064242,7
0.011589,0.040315,0.059694,0.054049,7
0.011181,0.031987,0.060138,0.054323,7
0.006612,0.03023,0.070684,0.053225,7
0.009342,0.049352,0.073763,0.056448,7
0.006647,0.038193,0.048389,0.054957,7
0.011528,0.042424,0.060472,0.047654,7
0.009431,0.041955,0.062755,0.049032,7
0.007378,0.030594,0.055391,0.044273,7
0.006843,0.029519,0.054813,0.058404,7
0.007121,0.028238,0.062349,0.061016,7
0.010133,0.033483,0.051306,0.059726,7
0.007839,0.038399,0.065621,0.059668,7
0.007437,0.029283,0.052793,0.061615,7
0.010301,0.028914,0.049597,0.059838,7
0.005421,0.098743,0.072679,0.05504,7
0.006433,0.086209,0.076615,0.077032,7
0.006305,0.082547,0.052665,0.066088,7
0.006767,0.077139,0.085744,0.068096,7
0.007241,0.093076,0.059694,0.076966,7
0.006659,0.088071,0.073461,0.067422,7
0.007034,0.071488,0.114229,0.073983,7
0.010052,0.04481,0.070276,0.052655,7
0.006734,0.026468,0.077056,0.056128,7
0.010359,0.032195,0.078579,0.054869,7
0.0068,0.032772,0.065221,0.057973,7
0.007126,0.031187,0.074353,0.059378,7
0.006867,0.034601,0.078516,0.055342,7
0.008144,0.033888,0.092901,0.05846,7
0.003202,0.017721,0.030714,0.012482,8
0.003806,0.012412,0.013625,0.020941,8
0.003846,0.027588,0.034077,0.011259,8
0.003413,0.027848,0.032347,0.012133,8
0.003861,0.01669,0.019968,0.014889,8
0.003222,0.017765,0.032947,0.011622,8
0.003867,0.015633,0.033863,0.011205,8
0.003731,0.013899,0.015148,0.013205,8
0.003249,0.012263,0.011207,0.013215,8
0.004006,0.012307,0.006763,0.005509,8
0.003698,0.012007,0.013698,0.026632,8
0.003341,0.012924,0.012492,0.010868,8
0.003998,0.009959,0.012733,0.016206,8
0.003704,0.005532,0.01362,0.016753,8
0.0036,0.004326,0.0093,0.024635,8
0.002099,0.007142,0.012466,0.016555,8
0.003449,0.010479,0.013381,0.020989,8
0.003732,0.006332,0.01409,0.026385,8
0.003138,0.004829,0.00867,0.024746,8
0.003704,0.011674,0.015447,0.020166,8
0.00318,0.012009,0.013426,0.021602,8
0.002827,0.019624,0.021471,0.023967,8
0.002686,0.013902,0.013767,0.008054,8
0.002402,0.014563,0.014984,0.008912,8
0.002565,0.012395,0.00814,0.008729,8
0.003849,0.02176,0.024098,0.015871,8
0.002984,0.014625,0.013268,0.014457,8
0.002746,0.030668,0.019666,0.023718,8
0.002554,0.035164,0.018411,0.02667,8
0.004317,0.054074,0.042292,0.024847,8
0.00999,0.043443,0.020359,0.026602,8
0.016623,0.033392,0.046145,0.031624,8
0.008576,0.052367,0.045699,0.032027,8
0.006493,0.029362,0.040974,0.018433,8
0.016178,0.030814,0.045884,0.028796,8
0.00275,0.009066,0.031987,0.013665,8
0.003261,0.034703,0.009749,0.01236,8
0.003184,0.043443,0.038283,0.014107,8
0.002917,0.013961,0.007691,0.013358,8
0.005229,0.019558,0.03033,0.014892,8
0.00346,0.01994,0.05217,0.011797,8
0.004392,0.027151,0.037483,0.014637,8
0.003876,0.012376,0.008348,0.015276,8
0.003592,0.014478,0.010169,0.010553,8
0.002397,0.011221,0.006362,0.012064,8
0.003458,0.019167,0.007085,0.009961,8
0.002947,0.01372,0.008388,0.014915,8
0.003101,0.014204,0.009575,0.010262,8
0.003361,0.014492,0.013998,0.010446,8
0.003116,0.019788,0.011132,0.022607,8
0.002739,0.018698,0.006633,0.016407,8
0.002806,0.021738,0.013219,0.023904,8
0.003597,0.025203,0.009878,0.023761,8
0.003108,0.027232,0.01348,0.023437,8
0.002787,0.013965,0.011294,0.023908,8
0.003003,0.01628,0.01357,0.011206,8
0.00417,0.022383,0.004168,0.008469,8
0.004721,0.011051,0.011347,0.014057,8
0.004242,0.013798,0.01452,0.013102,8
0.004558,0.030016,0.042762,0.011917,8
0.004086,0.019933,0.007595,0.009721,8
0.002889,0.011043,0.014684,0.01146,8
0.004349,0.005439,0.013644,0.022632,8
0.004251,0.042954,0.002186,0.010973,8
0.005102,0.015292,0.013714,0.008802,8
0.004851,0.040295,0.009216,0.009265,8
0.002839,0.010549,0.007792,0.009392,8
0.002198,0.046334,0.01473,0.010675,8
0.002603,0.030264,0.00303,0.011796,8
0.006404,0.032824,0.011956,0.010666,8
0.003321,0.011406,0.006389,0.015413,8
0.003699,0.005377,0.006071,0.023817,8
0.003622,0.012173,0.007898,0.01656,8
0.003129,0.008893,0.003259,0.013452,8
0.003158,0.021093,0.013951,0.03223,8
0.00321,0.040547,0.008854,0.01577,8
0.003343,0.007987,0.006587,0.010909,8
0.003627,0.007703,0.007049,0.021162,8
0.00341,0.00775,0.011911,0.020851,8
0.003389,0.008287,0.008087,0.022,8
0.003385,0.020655,0.011423,0.010328,8
0.003503,0.004169,0.011436,0.026751,8
0.003405,0.017032,0.009384,0.013822,8
0.003156,0.005529,0.010002,0.020276,8
0.00313,0.033717,0.009798,0.009458,8
0.003379,0.035032,0.008692,0.018206,8
0.002935,0.043237,0.008281,0.009193,8
0.001372,0.041276,0.010667,0.009034,8
0.003449,0.013795,0.01309,0.008517,8
0.003383,0.039299,0.011535,0.006199,8
0.005079,0.019939,0.014613,0.009496,8
0.006979,0.006587,0.006492,0.023173,8
0.003416,0.018012,0.007505,0.011903,8
0.006767,0.009188,0.00691,0.020346,8
0.006956,0.025375,0.018319,0.014652,8
0.009496,0.011516,0.006049,0.01579,8
0.003685,0.006731,0.009451,0.025818,8
0.008526,0.012127,0.007329,0.01575,8
0.002929,0.005233,0.008611,0.013346,8
0.002792,0.013813,0.020968,0.025622,8
0.003373,0.009823,0.0074,0.012723,8
0.002768,0.009182,0.006254,0.011453,8
0.002566,0.009816,0.004784,0.012705,8
0.00528,0.007828,0.011209,0.016649,8
0.002874,0.009417,0.009703,0.013773,8
0.003394,0.011411,0.014241,0.025019,8
0.003308,0.018375,0.015344,0.026447,8
0.00426,0.029545,0.026479,0.026541,8
0.003208,0.013191,0.027633,0.022717,8
0.003628,0.029762,0.031121,0.028013,8
0.004204,0.026335,0.021791,0.019935,8
0.002593,0.021518,0.025255,0.009656,8
0.003644,0.018521,0.017859,0.012671,8
0.005346,0.025222,0.020824,0.026162,8
0.003785,0.011208,0.012657,0.031733,8
0.004094,0.013101,0.015716,0.017175,8
0.004017,0.012729,0.017254,0.016846,8
0.003938,0.021215,0.020547,0.015735,8
0.003486,0.024523,0.006603,0.017107,8
0.003801,0.027103,0.016343,0.028601,8
0.004895,0.039425,0.019671,0.030322,8
0.01605,0.035084,0.022919,0.030089,8
0.003218,0.023562,0.020611,0.03046,8
0.004347,0.019848,0.016283,0.016598,8
0.002891,0.014999,0.015011,0.023488,8
0.003575,0.015609,0.015874,0.016393,8
0.00386,0.037425,0.020814,0.015034,8
0.003447,0.040463,0.014063,0.012515,8
0.003373,0.038598,0.034361,0.013668,8
0.003811,0.013345,0.021556,0.013649,8
0.003202,0.031763,0.0272,0.014477,8
0.003421,0.04377,0.031209,0.013752,8
0.003177,0.033676,0.014489,0.013722,8
0.003654,0.009954,0.009245,0.02256,8
0.002931,0.015697,0.015064,0.013448,8
0.003903,0.026104,0.014717,0.02309,8
0.003557,0.027061,0.016221,0.018396,8
0.003655,0.014131,0.014023,0.027475,8
0.003443,0.02739,0.020855,0.032699,8
0.003599,0.022833,0.013474,0.020072,8
0.003406,0.017728,0.011755,0.009534,8
0.003689,0.019708,0.015647,0.009921,8
0.00308,0.018397,0.012547,0.010087,8
0.00339,0.016353,0.015308,0.01345,8
0.003228,0.022393,0.014674,0.013995,8
0.003404,0.016133,0.01019,0.023279,8
0.00357,0.004841,0.014343,0.022086,8
0.003185,0.013449,0.012696,0.013625,8
0.003174,0.014112,0.012583,0.01504,8
0.002773,0.014294,0.020921,0.014153,8
0.003562,0.01268,0.014927,0.011549,8
0.002823,0.014336,0.01212,0.014218,8
0.003008,0.014382,0.011997,0.013633,8
0.002862,0.007546,0.009336,0.016885,8
0.00291,0.012546,0.010435,0.016763,8
0.002274,0.012376,0.003135,0.01433,8
0.003104,0.010825,0.011025,0.015903,8
0.003361,0.019368,0.014376,0.010834,8
0.003578,0.014649,0.01397,0.019385,8
0.002998,0.012932,0.010776,0.015523,8
0.002955,0.007075,0.010644,0.013568,8
0.00357,0.011606,0.009996,0.013396,8
0.002974,0.008371,0.007222,0.013694,8
0.003385,0.010588,0.013956,0.014958,8
0.003583,0.007733,0.007795,0.01479,8
0.003207,0.00894,0.004772,0.013775,8
0.003398,0.004429,0.009188,0.019363,8
0.003362,0.027016,0.011514,0.021335,8
0.004499,0.031493,0.017503,0.013158,8
0.003366,0.028653,0.01062,0.015228,8
0.003423,0.014338,0.009154,0.011681,8
0.004978,0.026444,0.01267,0.014384,8
0.005255,0.022167,0.019412,0.011409,8
0.004655,0.02895,0.020669,0.009529,8
0.002548,0.01627,0.015584,0.015703,8
0.002964,0.013202,0.013308,0.018847,8
0.003862,0.012863,0.015465,0.018597,8
0.003518,0.019114,0.015564,0.011014,8
0.004077,0.018324,0.030894,0.017004,8
0.00418,0.01084,0.013886,0.017547,8
0.004109,0.013037,0.011687,0.018606,8
0.003527,0.018911,0.016982,0.022715,8
0.00292,0.00757,0.008659,0.012116,8
0.003462,0.010218,0.013171,0.0108,8
0.003155,0.009371,0.010597,0.016186,8
0.003368,0.012285,0.012756,0.022792,8
0.003501,0.022092,0.010602,0.008288,8
0.003165,0.007166,0.00924,0.014665,8
0.003444,0.011662,0.011273,0.016351,8
0.00307,0.012721,0.013279,0.014853,8
0.004722,0.018633,0.015826,0.026337,8
0.002892,0.010192,0.013725,0.01472,8
0.003459,0.01113,0.011238,0.014487,8
0.003764,0.010844,0.012216,0.014927,8
0.003294,0.011418,0.009467,0.014475,8
0.003091,0.011702,0.008643,0.013694,8
0.003157,0.005264,0.009521,0.02064,8
0.004705,0.023428,0.017372,0.01437,8
0.003308,0.005329,0.014818,0.022476,8
0.002797,0.010269,0.005041,0.013287,8
0.002329,0.00632,0.009124,0.013997,8
0.003295,0.017848,0.013298,0.011702,8
0.003299,0.025362,0.014816,0.014814,8
0.002289,0.01988,0.00268,0.011815,8
0.003542,0.02013,0.005842,0.015408,8
0.003539,0.020876,0.012535,0.012876,8
0.003232,0.02461,0.007625,0.02701,8
0.003513,0.016898,0.003421,0.027099,8
0.003478,0.022432,0.011849,0.008961,8
0.003206,0.018177,0.005745,0.01567,8
0.00293,0.012239,0.012294,0.013808,8
0.00308,0.011724,0.013199,0.014854,8
0.00394,0.02216,0.012924,0.015663,8
0.003073,0.012927,0.010382,0.010989,8
0.004426,0.013296,0.013698,0.011787,8
0.003864,0.012848,0.007419,0.016081,8
0.003955,0.012908,0.009979,0.011172,8
0.003834,0.020874,0.009668,0.016305,8
0.003615,0.038067,0.023879,0.013764,8
0.004139,0.011527,0.005955,0.012732,8
0.003623,0.009987,0.007171,0.013903,8
0.003998,0.022354,0.021811,0.019276,8
0.004543,0.023136,0.010543,0.024196,8
0.00405,0.011226,0.012984,0.014986,8
0.006379,0.007589,0.01879,0.015571,8
0.003362,0.01242,0.023501,0.012708,8
0.002943,0.013045,0.008072,0.015398,8
0.003253,0.009997,0.007875,0.014295,8
0.002991,0.008259,0.007944,0.009962,8
0.003162,0.010917,0.007007,0.015453,8
0.005475,0.008203,0.017494,0.017087,8
0.004659,0.039208,0.013034,0.014407,8
0.003272,0.010278,0.009171,0.01469,8
0.003481,0.020045,0.003154,0.011511,8
0.003123,0.007199,0.008826,0.013488,8
0.003887,0.00753,0.015694,0.014543,8
0.005522,0.00971,0.011501,0.017448,8
0.003583,0.006377,0.012837,0.02311,8
0.00309,0.013716,0.008673,0.018962,8
0.002924,0.004507,0.009948,0.012188,8
0.002901,0.012104,0.014344,0.029271,8
0.003093,0.01729,0.019581,0.011135,8
0.006757,0.007021,0.019843,0.012892,8
0.002898,0.010624,0.010315,0.006082,8
0.002891,0.007453,0.007911,0.010362,8
0.003485,0.042884,0.019234,0.02193,8
0.004144,0.043835,0.014235,0.031218,8
0.003786,0.029143,0.0144,0.017417,8
0.004767,0.037136,0.017132,0.031485,8
0.004238,0.039302,0.006287,0.035185,8
0.004281,0.033715,0.033308,0.01633,8
0.003607,0.028225,0.019774,0.023276,8
0.002584,0.015877,0.021003,0.016553,8
0.002217,0.021207,0.01869,0.015015,8
0.002707,0.027465,0.015887,0.009436,8
0.001894,0.01741,0.015788,0.017756,8
0.003102,0.032069,0.017471,0.016326,8
0.002017,0.032407,0.023258,0.016027,8
0.003536,0.028652,0.015751,0.023988,8
0.003333,0.012925,0.00726,0.005891,8
0.002728,0.02154,0.011916,0.011735,8
0.002449,0.025212,0.008269,0.010012,8
0.002387,0.011377,0.006655,0.011842,8
0.003006,0.020801,0.005523,0.007905,8
0.003032,0.015994,0.006554,0.032556,8
0.002681,0.012201,0.01019,0.007506,8
0.003056,0.00732,0.016193,0.016159,8
0.005663,0.016687,0.016001,0.00954,8
0.002254,0.010262,0.017199,0.017798,8
0.003439,0.006954,0.020851,0.017598,8
0.003601,0.009309,0.008421,0.016039,8
0.004386,0.00658,0.018168,0.01757,8
0.004108,0.00764,0.013283,0.014474,8
0.00332,0.012804,0.010798,0.015424,8
0.004027,0.011266,0.009049,0.016425,8
0.004182,0.013223,0.012195,0.010795,8
0.002826,0.011008,0.006617,0.015226,8
0.003558,0.011813,0.009099,0.015654,8
0.002505,0.011491,0.009039,0.017343,8
0.003135,0.006986,0.011944,0.01738,8
0.002355,0.013019,0.009045,0.015842,8
0.002564,0.013534,0.008101,0.011748,8
0.002641,0.010851,0.009701,0.01716,8
0.007282,0.007107,0.008212,0.017598,8
0.002042,0.007039,0.00746,0.01728,8
0.002548,0.011846,0.008998,0.017663,8
0.002043,0.007059,0.007822,0.017568,8
0.002473,0.023838,0.038637,0.015067,8
0.002678,0.01673,0.020199,0.017324,8
0.002161,0.011398,0.005514,0.01689,8
0.003172,0.021192,0.008293,0.018731,8
0.002636,0.016102,0.051069,0.016643,8
0.002347,0.008858,0.007518,0.017166,8
0.002912,0.010748,0.009386,0.015601,8
0.002367,0.011838,0.012132,0.011373,8
0.002386,0.013968,0.011019,0.01484,8
0.007467,0.013433,0.002107,0.013479,8
0.002125,0.010867,0.007799,0.0131,8
0.00353,0.01085,0.004405,0.013692,8
0.002018,0.0105,0.003132,0.012565,8
0.006082,0.008789,0.017648,0.016022,8
0.002353,0.008584,0.008449,0.012795,8
0.00288,0.011358,0.012909,0.015086,8
0.002698,0.007694,0.006216,0.015694,8
0.002673,0.008378,0.008858,0.014525,8
0.002333,0.007428,0.007568,0.015219,8
0.003212,0.007437,0.008129,0.015189,8
0.002012,0.006992,0.011727,0.017038,8
0.003028,0.017586,0.012284,0.016202,8
0.002716,0.009838,0.009701,0.012793,8
0.002734,0.005951,0.010865,0.013172,8
0.002835,0.012707,0.027172,0.01258,8
0.003002,0.006543,0.007887,0.013766,8
0.003605,0.006388,0.010098,0.012219,8
0.003195,0.009579,0.013651,0.011874,8
0.00129,0.010744,0.006395,0.013747,8
